measurement_id,oligo_id,study_type,species,system_model,cns_region,delivery_method,dose_or_conc_value,dose_or_conc_unit,exposure_duration,endpoint_domain,challenge_priority,readout_category,readout_name,readout_value,readout_unit,effect_direction,effect_vs_control,neurotox_grade,reversibility,is_cns_specific,source_id,source_ref,source_table,redistribution,notes
CMS0040,CNS096,animal_invivo,rat,Sprague_Dawley_rat_CNS_invivo,spinal_cord,intrathecal,3,mg,3h,acute_neurotoxicity,medium,behavioral,acute_neurotoxicity_score,1.0,score_0_to_7,increase,1_vs_0_or_1_PBS,1,not_assessed,TRUE,P2,US10968453B2,"Table 64 (Example 14), ISIS 666854",public_domain,"[patents] grade_provisional;rat functional observational battery, 7 regions (tail, hind paws, hind legs, hind end, front posture, fore paws, head), 0/1 each, summed 0-7; patent states control animals usually score 0 or 1; mapping 0-<1=>0, 1-<3=>1, 3-<5=>2, >=5=>3;patent chemistry class=""5-9-5 MOE with mixed"";target start site 665 on SEQ ID NO: 1"
CMS0041,CNS097,animal_invivo,rat,Sprague_Dawley_rat_CNS_invivo,spinal_cord,intrathecal,3,mg,3h,acute_neurotoxicity,medium,behavioral,acute_neurotoxicity_score,1.0,score_0_to_7,increase,1_vs_0_or_1_PBS,1,not_assessed,TRUE,P2,US10968453B2,"Table 64 (Example 14), ISIS 666855",public_domain,"[patents] grade_provisional;rat functional observational battery, 7 regions (tail, hind paws, hind legs, hind end, front posture, fore paws, head), 0/1 each, summed 0-7; patent states control animals usually score 0 or 1; mapping 0-<1=>0, 1-<3=>1, 3-<5=>2, >=5=>3;patent chemistry class=""5-9-5 MOE with mixed"";target start site 666 on SEQ ID NO: 1"
CMS0042,CNS098,animal_invivo,rat,Sprague_Dawley_rat_CNS_invivo,spinal_cord,intrathecal,3,mg,3h,acute_neurotoxicity,medium,behavioral,acute_neurotoxicity_score,3.0,score_0_to_7,increase,3_vs_0_or_1_PBS,2,not_assessed,TRUE,P2,US10968453B2,"Table 64 (Example 14), ISIS 666856",public_domain,"[patents] grade_provisional;rat functional observational battery, 7 regions (tail, hind paws, hind legs, hind end, front posture, fore paws, head), 0/1 each, summed 0-7; patent states control animals usually score 0 or 1; mapping 0-<1=>0, 1-<3=>1, 3-<5=>2, >=5=>3;patent chemistry class=""5-9-5 MOE with mixed"";target start site 667 on SEQ ID NO: 1"
CMS0043,CNS099,animal_invivo,rat,Sprague_Dawley_rat_CNS_invivo,spinal_cord,intrathecal,3,mg,3h,acute_neurotoxicity,medium,behavioral,acute_neurotoxicity_score,1.0,score_0_to_7,increase,1_vs_0_or_1_PBS,1,not_assessed,TRUE,P2,US10968453B2,"Table 64 (Example 14), ISIS 666857",public_domain,"[patents] grade_provisional;rat functional observational battery, 7 regions (tail, hind paws, hind legs, hind end, front posture, fore paws, head), 0/1 each, summed 0-7; patent states control animals usually score 0 or 1; mapping 0-<1=>0, 1-<3=>1, 3-<5=>2, >=5=>3;patent chemistry class=""Deoxy, MOE, and cEt with"";target start site 679 on SEQ ID NO: 1"
CMS0044,CNS100,animal_invivo,rat,Sprague_Dawley_rat_CNS_invivo,spinal_cord,intrathecal,3,mg,3h,acute_neurotoxicity,medium,behavioral,acute_neurotoxicity_score,1.0,score_0_to_7,increase,1_vs_0_or_1_PBS,1,not_assessed,TRUE,P2,US10968453B2,"Table 64 (Example 14), ISIS 666858",public_domain,"[patents] grade_provisional;rat functional observational battery, 7 regions (tail, hind paws, hind legs, hind end, front posture, fore paws, head), 0/1 each, summed 0-7; patent states control animals usually score 0 or 1; mapping 0-<1=>0, 1-<3=>1, 3-<5=>2, >=5=>3;patent chemistry class=""Deoxy, MOE, and cEt with"";target start site 679 on SEQ ID NO: 1"
CMS0045,CNS101,animal_invivo,rat,Sprague_Dawley_rat_CNS_invivo,spinal_cord,intrathecal,3,mg,3h,acute_neurotoxicity,medium,behavioral,acute_neurotoxicity_score,1.0,score_0_to_7,increase,1_vs_0_or_1_PBS,1,not_assessed,TRUE,P2,US10968453B2,"Table 64 (Example 14), ISIS 666859",public_domain,"[patents] grade_provisional;rat functional observational battery, 7 regions (tail, hind paws, hind legs, hind end, front posture, fore paws, head), 0/1 each, summed 0-7; patent states control animals usually score 0 or 1; mapping 0-<1=>0, 1-<3=>1, 3-<5=>2, >=5=>3;patent chemistry class=""Deoxy, MOE, and cEt with"";target start site 679 on SEQ ID NO: 1"
CMS0046,CNS102,animal_invivo,rat,Sprague_Dawley_rat_CNS_invivo,spinal_cord,intrathecal,3,mg,3h,acute_neurotoxicity,medium,behavioral,acute_neurotoxicity_score,0.0,score_0_to_7,no_change,0_vs_0_or_1_PBS,0,not_assessed,TRUE,P2,US10968453B2,"Table 64 (Example 14), ISIS 666860",public_domain,"[patents] grade_provisional;rat functional observational battery, 7 regions (tail, hind paws, hind legs, hind end, front posture, fore paws, head), 0/1 each, summed 0-7; patent states control animals usually score 0 or 1; mapping 0-<1=>0, 1-<3=>1, 3-<5=>2, >=5=>3;patent chemistry class=""Deoxy, MOE, and cEt with"";target start site 679 on SEQ ID NO: 1"
CMS0047,CNS103,animal_invivo,rat,Sprague_Dawley_rat_CNS_invivo,spinal_cord,intrathecal,3,mg,3h,acute_neurotoxicity,medium,behavioral,acute_neurotoxicity_score,5.0,score_0_to_7,increase,5_vs_0_or_1_PBS,2,not_assessed,TRUE,P2,US10968453B2,"Table 64 (Example 14), ISIS 666861",public_domain,"[patents] grade_provisional;rat functional observational battery, 7 regions (tail, hind paws, hind legs, hind end, front posture, fore paws, head), 0/1 each, summed 0-7; patent states control animals usually score 0 or 1; mapping 0-<1=>0, 1-<3=>1, 3-<5=>2, >=5=>3;patent chemistry class=""Deoxy, MOE, and cEt with"";target start site 679 on SEQ ID NO: 1 ;; VERIFIED[REFUTED] Grade 3 is not supported by this scale's own wording: 5/7 abnormal regions is not death, moribundity, unresponsiveness, frank paralysis or reported degeneration. The row's own notes record the cutoff rule actually used - ""mapping 0-<1=>0, 1 ;; corrected(neurotox_grade:3->2)"
CMS0048,CNS104,animal_invivo,rat,Sprague_Dawley_rat_CNS_invivo,spinal_cord,intrathecal,3,mg,3h,acute_neurotoxicity,medium,behavioral,acute_neurotoxicity_score,1.0,score_0_to_7,increase,1_vs_0_or_1_PBS,1,not_assessed,TRUE,P2,US10968453B2,"Table 64 (Example 14), ISIS 666862",public_domain,"[patents] grade_provisional;rat functional observational battery, 7 regions (tail, hind paws, hind legs, hind end, front posture, fore paws, head), 0/1 each, summed 0-7; patent states control animals usually score 0 or 1; mapping 0-<1=>0, 1-<3=>1, 3-<5=>2, >=5=>3;patent chemistry class=""Deoxy, MOE, and cEt with"";target start site 679 on SEQ ID NO: 1"
CMS0049,CNS105,animal_invivo,rat,Sprague_Dawley_rat_CNS_invivo,spinal_cord,intrathecal,3,mg,3h,acute_neurotoxicity,medium,behavioral,acute_neurotoxicity_score,4.0,score_0_to_7,increase,4_vs_0_or_1_PBS,2,not_assessed,TRUE,P2,US10968453B2,"Table 64 (Example 14), ISIS 666863",public_domain,"[patents] grade_provisional;rat functional observational battery, 7 regions (tail, hind paws, hind legs, hind end, front posture, fore paws, head), 0/1 each, summed 0-7; patent states control animals usually score 0 or 1; mapping 0-<1=>0, 1-<3=>1, 3-<5=>2, >=5=>3;patent chemistry class=""Deoxy, MOE, and cEt with"";target start site 679 on SEQ ID NO: 1"
CMS0050,CNS106,animal_invivo,rat,Sprague_Dawley_rat_CNS_invivo,spinal_cord,intrathecal,3,mg,3h,acute_neurotoxicity,medium,behavioral,acute_neurotoxicity_score,4.0,score_0_to_7,increase,4_vs_0_or_1_PBS,2,not_assessed,TRUE,P2,US10968453B2,"Table 64 (Example 14), ISIS 666864",public_domain,"[patents] grade_provisional;rat functional observational battery, 7 regions (tail, hind paws, hind legs, hind end, front posture, fore paws, head), 0/1 each, summed 0-7; patent states control animals usually score 0 or 1; mapping 0-<1=>0, 1-<3=>1, 3-<5=>2, >=5=>3;patent chemistry class=""Deoxy, MOE, and cEt with"";target start site 679 on SEQ ID NO: 1"
CMS0051,CNS107,animal_invivo,rat,Sprague_Dawley_rat_CNS_invivo,spinal_cord,intrathecal,3,mg,3h,acute_neurotoxicity,medium,behavioral,acute_neurotoxicity_score,5.0,score_0_to_7,increase,5_vs_0_or_1_PBS,2,not_assessed,TRUE,P2,US10968453B2,"Table 64 (Example 14), ISIS 666865",public_domain,"[patents] grade_provisional;rat functional observational battery, 7 regions (tail, hind paws, hind legs, hind end, front posture, fore paws, head), 0/1 each, summed 0-7; patent states control animals usually score 0 or 1; mapping 0-<1=>0, 1-<3=>1, 3-<5=>2, >=5=>3;patent chemistry class=""Deoxy, MOE, and cEt with"";target start site 679 on SEQ ID NO: 1 ;; VERIFIED[REFUTED] Grade 3 is not supported by this scale's own wording: 5/7 abnormal regions is not death, moribundity, unresponsiveness, frank paralysis or reported degeneration. The row's own notes record the cutoff rule actually used - ""mapping 0-<1=>0, 1 ;; corrected(neurotox_grade:3->2)"
CMS0052,CNS108,animal_invivo,rat,Sprague_Dawley_rat_CNS_invivo,spinal_cord,intrathecal,3,mg,3h,acute_neurotoxicity,medium,behavioral,acute_neurotoxicity_score,6.0,score_0_to_7,increase,6_vs_0_or_1_PBS,2,not_assessed,TRUE,P2,US10968453B2,"Table 64 (Example 14), ISIS 666866",public_domain,"[patents] grade_provisional;rat functional observational battery, 7 regions (tail, hind paws, hind legs, hind end, front posture, fore paws, head), 0/1 each, summed 0-7; patent states control animals usually score 0 or 1; mapping 0-<1=>0, 1-<3=>1, 3-<5=>2, >=5=>3;patent chemistry class=""Deoxy, MOE, and cEt with"";target start site 684 on SEQ ID NO: 1 ;; VERIFIED[REFUTED] Grade 3 is not supported by this scale's own wording: 6/7 abnormal regions is not death, moribundity, unresponsiveness, frank paralysis or reported degeneration. The row's own notes record the cutoff rule actually used - ""mapping 0-<1=>0, 1 ;; corrected(neurotox_grade:3->2)"
CMS0053,CNS109,animal_invivo,rat,Sprague_Dawley_rat_CNS_invivo,spinal_cord,intrathecal,3,mg,3h,acute_neurotoxicity,medium,behavioral,acute_neurotoxicity_score,6.0,score_0_to_7,increase,6_vs_0_or_1_PBS,2,not_assessed,TRUE,P2,US10968453B2,"Table 64 (Example 14), ISIS 666867",public_domain,"[patents] grade_provisional;rat functional observational battery, 7 regions (tail, hind paws, hind legs, hind end, front posture, fore paws, head), 0/1 each, summed 0-7; patent states control animals usually score 0 or 1; mapping 0-<1=>0, 1-<3=>1, 3-<5=>2, >=5=>3;patent chemistry class=""Deoxy, MOE, and cEt with"";target start site 684 on SEQ ID NO: 1 ;; VERIFIED[REFUTED] Grade 3 is not supported by this scale's own wording: 6/7 abnormal regions is not death, moribundity, unresponsiveness, frank paralysis or reported degeneration. The row's own notes record the cutoff rule actually used - ""mapping 0-<1=>0, 1 ;; corrected(neurotox_grade:3->2)"
CMS0054,CNS110,animal_invivo,rat,Sprague_Dawley_rat_CNS_invivo,spinal_cord,intrathecal,3,mg,3h,acute_neurotoxicity,medium,behavioral,acute_neurotoxicity_score,6.0,score_0_to_7,increase,6_vs_0_or_1_PBS,2,not_assessed,TRUE,P2,US10968453B2,"Table 64 (Example 14), ISIS 666868",public_domain,"[patents] grade_provisional;rat functional observational battery, 7 regions (tail, hind paws, hind legs, hind end, front posture, fore paws, head), 0/1 each, summed 0-7; patent states control animals usually score 0 or 1; mapping 0-<1=>0, 1-<3=>1, 3-<5=>2, >=5=>3;patent chemistry class=""Deoxy, MOE, and cEt with"";target start site 684 on SEQ ID NO: 1 ;; VERIFIED[REFUTED] Grade 3 is not supported by this scale's own wording: 6/7 abnormal regions is not death, moribundity, unresponsiveness, frank paralysis or reported degeneration. The row's own notes record the cutoff rule actually used - ""mapping 0-<1=>0, 1 ;; corrected(neurotox_grade:3->2)"
CMS0055,CNS111,animal_invivo,rat,Sprague_Dawley_rat_CNS_invivo,spinal_cord,intrathecal,3,mg,3h,acute_neurotoxicity,medium,behavioral,acute_neurotoxicity_score,6.0,score_0_to_7,increase,6_vs_0_or_1_PBS,2,not_assessed,TRUE,P2,US10968453B2,"Table 64 (Example 14), ISIS 666869",public_domain,"[patents] grade_provisional;rat functional observational battery, 7 regions (tail, hind paws, hind legs, hind end, front posture, fore paws, head), 0/1 each, summed 0-7; patent states control animals usually score 0 or 1; mapping 0-<1=>0, 1-<3=>1, 3-<5=>2, >=5=>3;patent chemistry class=""Deoxy, MOE, and cEt with"";target start site 684 on SEQ ID NO: 1 ;; VERIFIED[REFUTED] Grade 3 is not supported by this scale's own wording: 6/7 abnormal regions is not death, moribundity, unresponsiveness, frank paralysis or reported degeneration. The row's own notes record the cutoff rule actually used - ""mapping 0-<1=>0, 1 ;; corrected(neurotox_grade:3->2)"
CMS0056,CNS112,animal_invivo,rat,Sprague_Dawley_rat_CNS_invivo,spinal_cord,intrathecal,3,mg,3h,acute_neurotoxicity,medium,behavioral,acute_neurotoxicity_score,6.0,score_0_to_7,increase,6_vs_0_or_1_PBS,2,not_assessed,TRUE,P2,US10968453B2,"Table 64 (Example 14), ISIS 666870",public_domain,"[patents] grade_provisional;rat functional observational battery, 7 regions (tail, hind paws, hind legs, hind end, front posture, fore paws, head), 0/1 each, summed 0-7; patent states control animals usually score 0 or 1; mapping 0-<1=>0, 1-<3=>1, 3-<5=>2, >=5=>3;patent chemistry class=""Deoxy, MOE, and cEt with"";target start site 684 on SEQ ID NO: 1 ;; VERIFIED[REFUTED] Grade 3 is not supported by this scale's own wording: 6/7 abnormal regions is not death, moribundity, unresponsiveness, frank paralysis or reported degeneration. The row's own notes record the cutoff rule actually used - ""mapping 0-<1=>0, 1 ;; corrected(neurotox_grade:3->2)"
CMS0057,CNS113,animal_invivo,rat,Sprague_Dawley_rat_CNS_invivo,spinal_cord,intrathecal,3,mg,3h,acute_neurotoxicity,medium,behavioral,acute_neurotoxicity_score,6.0,score_0_to_7,increase,6_vs_0_or_1_PBS,2,not_assessed,TRUE,P2,US10968453B2,"Table 64 (Example 14), ISIS 666871",public_domain,"[patents] grade_provisional;rat functional observational battery, 7 regions (tail, hind paws, hind legs, hind end, front posture, fore paws, head), 0/1 each, summed 0-7; patent states control animals usually score 0 or 1; mapping 0-<1=>0, 1-<3=>1, 3-<5=>2, >=5=>3;patent chemistry class=""Deoxy, MOE, and cEt with"";target start site 684 on SEQ ID NO: 1 ;; VERIFIED[REFUTED] Grade 3 is not supported by this scale's own wording: 6/7 abnormal regions is not death, moribundity, unresponsiveness, frank paralysis or reported degeneration. The row's own notes record the cutoff rule actually used - ""mapping 0-<1=>0, 1 ;; corrected(neurotox_grade:3->2)"
CMS0058,CNS114,animal_invivo,rat,Sprague_Dawley_rat_CNS_invivo,spinal_cord,intrathecal,3,mg,3h,acute_neurotoxicity,medium,behavioral,acute_neurotoxicity_score,6.0,score_0_to_7,increase,6_vs_0_or_1_PBS,2,not_assessed,TRUE,P2,US10968453B2,"Table 64 (Example 14), ISIS 666872",public_domain,"[patents] grade_provisional;rat functional observational battery, 7 regions (tail, hind paws, hind legs, hind end, front posture, fore paws, head), 0/1 each, summed 0-7; patent states control animals usually score 0 or 1; mapping 0-<1=>0, 1-<3=>1, 3-<5=>2, >=5=>3;patent chemistry class=""Deoxy, MOE, and cEt with"";target start site 684 on SEQ ID NO: 1 ;; VERIFIED[REFUTED] Grade 3 is not supported by this scale's own wording: 6/7 abnormal regions is not death, moribundity, unresponsiveness, frank paralysis or reported degeneration. The row's own notes record the cutoff rule actually used - ""mapping 0-<1=>0, 1 ;; corrected(neurotox_grade:3->2)"
CMS0059,CNS115,animal_invivo,rat,Sprague_Dawley_rat_CNS_invivo,spinal_cord,intrathecal,3,mg,3h,acute_neurotoxicity,medium,behavioral,acute_neurotoxicity_score,6.0,score_0_to_7,increase,6_vs_0_or_1_PBS,2,not_assessed,TRUE,P2,US10968453B2,"Table 64 (Example 14), ISIS 666873",public_domain,"[patents] grade_provisional;rat functional observational battery, 7 regions (tail, hind paws, hind legs, hind end, front posture, fore paws, head), 0/1 each, summed 0-7; patent states control animals usually score 0 or 1; mapping 0-<1=>0, 1-<3=>1, 3-<5=>2, >=5=>3;patent chemistry class=""Deoxy, MOE, and cEt with"";target start site 684 on SEQ ID NO: 1 ;; VERIFIED[REFUTED] Grade 3 is not supported by this scale's own wording: 6/7 abnormal regions is not death, moribundity, unresponsiveness, frank paralysis or reported degeneration. The row's own notes record the cutoff rule actually used - ""mapping 0-<1=>0, 1 ;; corrected(neurotox_grade:3->2)"
CMS0060,CNS116,animal_invivo,rat,Sprague_Dawley_rat_CNS_invivo,spinal_cord,intrathecal,3,mg,3h,acute_neurotoxicity,medium,behavioral,acute_neurotoxicity_score,5.0,score_0_to_7,increase,5_vs_0_or_1_PBS,2,not_assessed,TRUE,P2,US10968453B2,"Table 64 (Example 14), ISIS 666874",public_domain,"[patents] grade_provisional;rat functional observational battery, 7 regions (tail, hind paws, hind legs, hind end, front posture, fore paws, head), 0/1 each, summed 0-7; patent states control animals usually score 0 or 1; mapping 0-<1=>0, 1-<3=>1, 3-<5=>2, >=5=>3;patent chemistry class=""Deoxy, MOE, and cEt with"";target start site 684 on SEQ ID NO: 1 ;; VERIFIED[REFUTED] Grade 3 is not supported by this scale's own wording: 5/7 abnormal regions is not death, moribundity, unresponsiveness, frank paralysis or reported degeneration. The row's own notes record the cutoff rule actually used - ""mapping 0-<1=>0, 1 ;; corrected(neurotox_grade:3->2)"
CMS0061,CNS117,animal_invivo,rat,Sprague_Dawley_rat_CNS_invivo,spinal_cord,intrathecal,3,mg,3h,acute_neurotoxicity,medium,behavioral,acute_neurotoxicity_score,2.0,score_0_to_7,increase,2_vs_0_or_1_PBS,1,not_assessed,TRUE,P2,US10968453B2,"Table 64 (Example 14), ISIS 666906",public_domain,"[patents] grade_provisional;rat functional observational battery, 7 regions (tail, hind paws, hind legs, hind end, front posture, fore paws, head), 0/1 each, summed 0-7; patent states control animals usually score 0 or 1; mapping 0-<1=>0, 1-<3=>1, 3-<5=>2, >=5=>3;patent chemistry class=""Deoxy, MOE, and cEt with"";target start site 686 on SEQ ID NO: 1"
CMS0062,CNS118,animal_invivo,rat,Sprague_Dawley_rat_CNS_invivo,spinal_cord,intrathecal,3,mg,3h,acute_neurotoxicity,medium,behavioral,acute_neurotoxicity_score,3.0,score_0_to_7,increase,3_vs_0_or_1_PBS,2,not_assessed,TRUE,P2,US10968453B2,"Table 64 (Example 14), ISIS 666907",public_domain,"[patents] grade_provisional;rat functional observational battery, 7 regions (tail, hind paws, hind legs, hind end, front posture, fore paws, head), 0/1 each, summed 0-7; patent states control animals usually score 0 or 1; mapping 0-<1=>0, 1-<3=>1, 3-<5=>2, >=5=>3;patent chemistry class=""Deoxy, MOE, and cEt with"";target start site 686 on SEQ ID NO: 1"
CMS0063,CNS119,animal_invivo,rat,Sprague_Dawley_rat_CNS_invivo,spinal_cord,intrathecal,3,mg,3h,acute_neurotoxicity,medium,behavioral,acute_neurotoxicity_score,1.0,score_0_to_7,no_change,1_vs_0_or_1_PBS,0,not_assessed,TRUE,P2,US10968453B2,"Table 64 (Example 14), ISIS 666908",public_domain,"[patents] grade_provisional;rat functional observational battery, 7 regions (tail, hind paws, hind legs, hind end, front posture, fore paws, head), 0/1 each, summed 0-7; patent states control animals usually score 0 or 1; mapping 0-<1=>0, 1-<3=>1, 3-<5=>2, >=5=>3;patent chemistry class=""Deoxy, MOE, and cEt with"";target start site 686 on SEQ ID NO: 1 ;; VERIFIED[REFUTED] GRADE. The row applies the mapping band '1-<3 => grade 1' at a value of exactly 1, but Example 14 of this patent states 'Control animals usually have a score of 0 or 1'. A score of 1 is inside the concurrent-control range, so under the rubr ;; corrected(neurotox_grade:1->0;effect_direction:increase->no_change)"
