measurement_id,oligo_id,study_type,species,system_model,tissue,delivery_method,dose_or_conc_value,dose_or_conc_unit,exposure_duration,readout_category,readout_name,readout_value,readout_unit,effect_direction,effect_vs_control,nephrotox_grade,is_kidney_specific,source_id,source_ref,source_table,redistribution,notes
MSR087,OLG044,in_vitro,human,PTEC-TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,9_days,viability,intracellular_ATP,reduced,pct_control,decrease,concentration_dependent,2,TRUE,M1,Moisan2017_PMC5363415,Fig2C,summary_stat,MYD88_AON;grade_provisional
MSR088,OLG044,in_vitro,human,PTEC-TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,3to9_days,injury_biomarker,extracellular_EGF,elevated,pct_control,increase,EGF_accumulation,2,TRUE,M1,Moisan2017_PMC5363415,Fig2D,summary_stat,MYD88_AON_kidney_pathology;grade_provisional
MSR089,OLG002,in_vitro,human,PTEC-TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,9_days,viability,intracellular_ATP,reduced,pct_control,decrease,concentration_dependent_cytotoxicity,2,TRUE,M1,Moisan2017_PMC5363415,Fig1C-2,summary_stat,SPC5001_is_Moisan_AON-B;grade_provisional
MSR090,OLG002,in_vitro,human,PTEC-TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,3to9_days,injury_biomarker,extracellular_EGF,elevated,pct_control,increase,EGF_accumulation_biomarker,2,TRUE,M1,Moisan2017_PMC5363415,Fig2D,summary_stat,SPC5001_is_Moisan_AON-B;grade_provisional
MSR91,OLG045,animal_invivo,rat,rat_invivo_Wistar_Han_14day,kidney,systemic_dose,40,mg/kg,2_doses_d1_d8_necropsy_d15,clinical_renal_outcome,in_vivo_nephrotoxicity_composite,innocuous,class,no_change,innocuous_kidneywt_creatinine_urineprotein_KIM-1,0,TRUE,N3,US11105794B2,Table1,public_domain,"Roche_patent_panel_target_Scramble;grade_provisional; CORRECTED: source states Wistar Han male rats (not mouse), 40 mg/kg s.c. days 1+8, necropsy day 15"
MSR92,OLG046,animal_invivo,rat,rat_invivo_Wistar_Han_14day,kidney,systemic_dose,40,mg/kg,2_doses_d1_d8_necropsy_d15,clinical_renal_outcome,in_vivo_nephrotoxicity_composite,low,class,increase,low_kidneywt_creatinine_urineprotein_KIM-1,1,TRUE,N3,US11105794B2,Table1,public_domain,"Roche_patent_panel_target_PCSK9;grade_provisional; CORRECTED: source states Wistar Han male rats (not mouse), 40 mg/kg s.c. days 1+8, necropsy day 15"
MSR93,OLG047,animal_invivo,rat,rat_invivo_Wistar_Han_14day,kidney,systemic_dose,40,mg/kg,2_doses_d1_d8_necropsy_d15,clinical_renal_outcome,in_vivo_nephrotoxicity_composite,medium,class,increase,medium_kidneywt_creatinine_urineprotein_KIM-1,2,TRUE,N3,US11105794B2,Table1,public_domain,"Roche_patent_panel_target_PCSK9;grade_provisional; CORRECTED: source states Wistar Han male rats (not mouse), 40 mg/kg s.c. days 1+8, necropsy day 15"
MSR94,OLG048,animal_invivo,rat,rat_invivo_Wistar_Han_14day,kidney,systemic_dose,40,mg/kg,2_doses_d1_d8_necropsy_d15,clinical_renal_outcome,in_vivo_nephrotoxicity_composite,high,class,increase,high_kidneywt_creatinine_urineprotein_KIM-1,3,TRUE,N3,US11105794B2,Table1,public_domain,"Roche_patent_panel_target_PCSK9;grade_provisional; CORRECTED: source states Wistar Han male rats (not mouse), 40 mg/kg s.c. days 1+8, necropsy day 15"
MSR95,OLG049,animal_invivo,rat,rat_invivo_Wistar_Han_14day,kidney,systemic_dose,40,mg/kg,2_doses_d1_d8_necropsy_d15,clinical_renal_outcome,in_vivo_nephrotoxicity_composite,medium,class,increase,medium_kidneywt_creatinine_urineprotein_KIM-1,2,TRUE,N3,US11105794B2,Table1,public_domain,"Roche_patent_panel_target_Myd88;grade_provisional; CORRECTED: source states Wistar Han male rats (not mouse), 40 mg/kg s.c. days 1+8, necropsy day 15"
MSR96,OLG050,animal_invivo,rat,rat_invivo_Wistar_Han_14day,kidney,systemic_dose,40,mg/kg,2_doses_d1_d8_necropsy_d15,clinical_renal_outcome,in_vivo_nephrotoxicity_composite,innocuous,class,no_change,innocuous_kidneywt_creatinine_urineprotein_KIM-1,0,TRUE,N3,US11105794B2,Table1,public_domain,"Roche_patent_panel_target_Myd88;grade_provisional; CORRECTED: source states Wistar Han male rats (not mouse), 40 mg/kg s.c. days 1+8, necropsy day 15"
MSR97,OLG051,animal_invivo,rat,rat_invivo_Wistar_Han_14day,kidney,systemic_dose,40,mg/kg,2_doses_d1_d8_necropsy_d15,clinical_renal_outcome,in_vivo_nephrotoxicity_composite,innocuous,class,no_change,innocuous_kidneywt_creatinine_urineprotein_KIM-1,0,TRUE,N3,US11105794B2,Table1,public_domain,"Roche_patent_panel_target_Myd88;grade_provisional; CORRECTED: source states Wistar Han male rats (not mouse), 40 mg/kg s.c. days 1+8, necropsy day 15"
MSR98,OLG052,animal_invivo,rat,rat_invivo_Wistar_Han_14day,kidney,systemic_dose,40,mg/kg,2_doses_d1_d8_necropsy_d15,clinical_renal_outcome,in_vivo_nephrotoxicity_composite,high,class,increase,high_kidneywt_creatinine_urineprotein_KIM-1,3,TRUE,N3,US11105794B2,Table1,public_domain,"Roche_patent_panel_target_Myd88;grade_provisional; CORRECTED: source states Wistar Han male rats (not mouse), 40 mg/kg s.c. days 1+8, necropsy day 15"
MSR99,OLG053,animal_invivo,rat,rat_invivo_Wistar_Han_14day,kidney,systemic_dose,40,mg/kg,2_doses_d1_d8_necropsy_d15,clinical_renal_outcome,in_vivo_nephrotoxicity_composite,low_medium,class,increase,low_medium_kidneywt_creatinine_urineprotein_KIM-1,2,TRUE,N3,US11105794B2,Table1,public_domain,"Roche_patent_panel_target_Myd88;grade_provisional; CORRECTED: source states Wistar Han male rats (not mouse), 40 mg/kg s.c. days 1+8, necropsy day 15"
MSR100,OLG054,animal_invivo,rat,rat_invivo_Wistar_Han_14day,kidney,systemic_dose,40,mg/kg,2_doses_d1_d8_necropsy_d15,clinical_renal_outcome,in_vivo_nephrotoxicity_composite,medium,class,increase,medium_kidneywt_creatinine_urineprotein_KIM-1,2,TRUE,N3,US11105794B2,Table1,public_domain,"Roche_patent_panel_target_Myd88;grade_provisional; CORRECTED: source states Wistar Han male rats (not mouse), 40 mg/kg s.c. days 1+8, necropsy day 15"
MSR101,OLG055,animal_invivo,rat,rat_invivo_Wistar_Han_14day,kidney,systemic_dose,40,mg/kg,2_doses_d1_d8_necropsy_d15,clinical_renal_outcome,in_vivo_nephrotoxicity_composite,medium,class,increase,medium_kidneywt_creatinine_urineprotein_KIM-1,2,TRUE,N3,US11105794B2,Table1,public_domain,"Roche_patent_panel_target_Myd88;grade_provisional; CORRECTED: source states Wistar Han male rats (not mouse), 40 mg/kg s.c. days 1+8, necropsy day 15"
MSR102,OLG056,animal_invivo,rat,rat_invivo_Wistar_Han_14day,kidney,systemic_dose,40,mg/kg,2_doses_d1_d8_necropsy_d15,clinical_renal_outcome,in_vivo_nephrotoxicity_composite,high,class,increase,high_kidneywt_creatinine_urineprotein_KIM-1,3,TRUE,N3,US11105794B2,Table1,public_domain,"Roche_patent_panel_target_Myd88;grade_provisional; CORRECTED: source states Wistar Han male rats (not mouse), 40 mg/kg s.c. days 1+8, necropsy day 15"
MSR103,OLG057,animal_invivo,rat,rat_invivo_Wistar_Han_14day,kidney,systemic_dose,40,mg/kg,2_doses_d1_d8_necropsy_d15,clinical_renal_outcome,in_vivo_nephrotoxicity_composite,medium,class,increase,medium_kidneywt_creatinine_urineprotein_KIM-1,2,TRUE,N3,US11105794B2,Table1,public_domain,"Roche_patent_panel_target_Myd88;grade_provisional; CORRECTED: source states Wistar Han male rats (not mouse), 40 mg/kg s.c. days 1+8, necropsy day 15"
MSR104,OLG058,animal_invivo,rat,rat_invivo_Wistar_Han_14day,kidney,systemic_dose,40,mg/kg,2_doses_d1_d8_necropsy_d15,clinical_renal_outcome,in_vivo_nephrotoxicity_composite,high,class,increase,high_kidneywt_creatinine_urineprotein_KIM-1,3,TRUE,N3,US11105794B2,Table1,public_domain,"Roche_patent_panel_target_Myd88;grade_provisional; CORRECTED: source states Wistar Han male rats (not mouse), 40 mg/kg s.c. days 1+8, necropsy day 15"
MSR105,OLG059,animal_invivo,rat,rat_invivo_Wistar_Han_14day,kidney,systemic_dose,40,mg/kg,2_doses_d1_d8_necropsy_d15,clinical_renal_outcome,in_vivo_nephrotoxicity_composite,medium_high,class,increase,medium_high_kidneywt_creatinine_urineprotein_KIM-1,3,TRUE,N3,US11105794B2,Table1,public_domain,"Roche_patent_panel_target_BCL11A;grade_provisional; CORRECTED: source states Wistar Han male rats (not mouse), 40 mg/kg s.c. days 1+8, necropsy day 15"
MSR106,OLG060,animal_invivo,rat,rat_invivo_Wistar_Han_14day,kidney,systemic_dose,40,mg/kg,2_doses_d1_d8_necropsy_d15,clinical_renal_outcome,in_vivo_nephrotoxicity_composite,medium_high,class,increase,medium_high_kidneywt_creatinine_urineprotein_KIM-1,3,TRUE,N3,US11105794B2,Table1,public_domain,"Roche_patent_panel_target_BCL11A;grade_provisional; CORRECTED: source states Wistar Han male rats (not mouse), 40 mg/kg s.c. days 1+8, necropsy day 15"
MSR107,OLG061,animal_invivo,rat,rat_invivo_Wistar_Han_14day,kidney,systemic_dose,40,mg/kg,2_doses_d1_d8_necropsy_d15,clinical_renal_outcome,in_vivo_nephrotoxicity_composite,high,class,increase,high_kidneywt_creatinine_urineprotein_KIM-1,3,TRUE,N3,US11105794B2,Table1,public_domain,"Roche_patent_panel_target_BCL11A;grade_provisional; CORRECTED: source states Wistar Han male rats (not mouse), 40 mg/kg s.c. days 1+8, necropsy day 15"
MSR108,OLG062,animal_invivo,rat,rat_invivo_Wistar_Han_14day,kidney,systemic_dose,40,mg/kg,2_doses_d1_d8_necropsy_d15,clinical_renal_outcome,in_vivo_nephrotoxicity_composite,low,class,increase,low_kidneywt_creatinine_urineprotein_KIM-1,1,TRUE,N3,US11105794B2,Table1,public_domain,"Roche_patent_panel_target_BCL11A;grade_provisional; CORRECTED: source states Wistar Han male rats (not mouse), 40 mg/kg s.c. days 1+8, necropsy day 15"
MSR109,OLG063,animal_invivo,rat,rat_invivo_Wistar_Han_14day,kidney,systemic_dose,40,mg/kg,2_doses_d1_d8_necropsy_d15,clinical_renal_outcome,in_vivo_nephrotoxicity_composite,low_medium,class,increase,low_medium_kidneywt_creatinine_urineprotein_KIM-1,2,TRUE,N3,US11105794B2,Table1,public_domain,"Roche_patent_panel_target_BCL11A;grade_provisional; CORRECTED: source states Wistar Han male rats (not mouse), 40 mg/kg s.c. days 1+8, necropsy day 15"
MSR110,OLG064,animal_invivo,rat,rat_invivo_Wistar_Han_14day,kidney,systemic_dose,40,mg/kg,2_doses_d1_d8_necropsy_d15,clinical_renal_outcome,in_vivo_nephrotoxicity_composite,high,class,increase,high_kidneywt_creatinine_urineprotein_KIM-1,3,TRUE,N3,US11105794B2,Table1,public_domain,"Roche_patent_panel_target_BCL11A;grade_provisional; CORRECTED: source states Wistar Han male rats (not mouse), 40 mg/kg s.c. days 1+8, necropsy day 15"
MSR111,OLG065,animal_invivo,rat,rat_invivo_Wistar_Han_14day,kidney,systemic_dose,40,mg/kg,2_doses_d1_d8_necropsy_d15,clinical_renal_outcome,in_vivo_nephrotoxicity_composite,low_medium,class,increase,low_medium_kidneywt_creatinine_urineprotein_KIM-1,2,TRUE,N3,US11105794B2,Table1,public_domain,"Roche_patent_panel_target_SGLT2;grade_provisional; CORRECTED: source states Wistar Han male rats (not mouse), 40 mg/kg s.c. days 1+8, necropsy day 15"
MSR112,OLG045,in_vitro,human,primary_human_PTEC,proximal_tubule,gymnotic_free_uptake,3,uM,day 3,functional,EGF_supernatant,95.0,pct_of_saline,decrease,-5%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 2,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 95.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Innocuous; condition: primary PTEC"
MSR113,OLG045,in_vitro,human,primary_human_PTEC,proximal_tubule,gymnotic_free_uptake,3,uM,day 6,functional,EGF_supernatant,62.0,pct_of_saline,decrease,-38%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 2,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 62.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Innocuous; condition: primary PTEC"
MSR114,OLG045,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,3,uM,day 3,functional,EGF_supernatant,88.0,pct_of_saline,decrease,-12%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 2,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 88.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Innocuous; condition: PTEC-TERT1"
MSR115,OLG045,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,3,uM,day 6,functional,EGF_supernatant,124.0,pct_of_saline,increase,+24%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 2,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 124.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Innocuous; condition: PTEC-TERT1"
MSR116,OLG045,in_vitro,human,primary_human_PTEC,proximal_tubule,gymnotic_free_uptake,10,uM,day 3,functional,EGF_supernatant,99.0,pct_of_saline,decrease,-1%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 2,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 99.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Innocuous; condition: primary PTEC"
MSR117,OLG045,in_vitro,human,primary_human_PTEC,proximal_tubule,gymnotic_free_uptake,10,uM,day 6,functional,EGF_supernatant,71.0,pct_of_saline,decrease,-29%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 2,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 71.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Innocuous; condition: primary PTEC"
MSR118,OLG045,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,10,uM,day 3,functional,EGF_supernatant,93.0,pct_of_saline,decrease,-7%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 2,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 93.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Innocuous; condition: PTEC-TERT1"
MSR119,OLG045,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,10,uM,day 6,functional,EGF_supernatant,152.0,pct_of_saline,increase,+52%,1,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 2,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 152.0 % of control -> grade 1; patent's own in-vivo grade for this compound: Innocuous; condition: PTEC-TERT1"
MSR120,OLG045,in_vitro,human,primary_human_PTEC,proximal_tubule,gymnotic_free_uptake,30,uM,day 3,functional,EGF_supernatant,112.0,pct_of_saline,increase,+12%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 2,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 112.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Innocuous; condition: primary PTEC"
MSR121,OLG045,in_vitro,human,primary_human_PTEC,proximal_tubule,gymnotic_free_uptake,30,uM,day 6,functional,EGF_supernatant,77.0,pct_of_saline,decrease,-23%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 2,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 77.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Innocuous; condition: primary PTEC"
MSR122,OLG045,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,30,uM,day 3,functional,EGF_supernatant,108.0,pct_of_saline,increase,+8%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 2,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 108.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Innocuous; condition: PTEC-TERT1"
MSR123,OLG045,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,30,uM,day 6,functional,EGF_supernatant,180.0,pct_of_saline,increase,+80%,1,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 2,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 180.0 % of control -> grade 1; patent's own in-vivo grade for this compound: Innocuous; condition: PTEC-TERT1"
MSR124,OLG045,in_vitro,human,primary_human_PTEC,proximal_tubule,gymnotic_free_uptake,100,uM,day 3,functional,EGF_supernatant,120.0,pct_of_saline,increase,+20%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 2,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 120.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Innocuous; condition: primary PTEC"
MSR125,OLG045,in_vitro,human,primary_human_PTEC,proximal_tubule,gymnotic_free_uptake,100,uM,day 6,functional,EGF_supernatant,98.0,pct_of_saline,decrease,-2%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 2,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 98.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Innocuous; condition: primary PTEC"
MSR126,OLG045,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 3,functional,EGF_supernatant,119.0,pct_of_saline,increase,+19%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 2,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 119.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Innocuous; condition: PTEC-TERT1"
MSR127,OLG045,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 6,functional,EGF_supernatant,172.0,pct_of_saline,increase,+72%,1,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 2,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 172.0 % of control -> grade 1; patent's own in-vivo grade for this compound: Innocuous; condition: PTEC-TERT1"
MSR128,OLG047,in_vitro,human,primary_human_PTEC,proximal_tubule,gymnotic_free_uptake,3,uM,day 3,functional,EGF_supernatant,114.0,pct_of_saline,increase,+14%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 2,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 114.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Medium; condition: primary PTEC"
MSR129,OLG047,in_vitro,human,primary_human_PTEC,proximal_tubule,gymnotic_free_uptake,3,uM,day 6,functional,EGF_supernatant,152.0,pct_of_saline,increase,+52%,1,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 2,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 152.0 % of control -> grade 1; patent's own in-vivo grade for this compound: Medium; condition: primary PTEC"
MSR130,OLG047,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,3,uM,day 3,functional,EGF_supernatant,70.0,pct_of_saline,decrease,-30%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 2,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 70.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1"
MSR131,OLG047,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,3,uM,day 6,functional,EGF_supernatant,124.0,pct_of_saline,increase,+24%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 2,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 124.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1"
MSR132,OLG047,in_vitro,human,primary_human_PTEC,proximal_tubule,gymnotic_free_uptake,10,uM,day 3,functional,EGF_supernatant,139.0,pct_of_saline,increase,+39%,1,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 2,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 139.0 % of control -> grade 1; patent's own in-vivo grade for this compound: Medium; condition: primary PTEC"
MSR133,OLG047,in_vitro,human,primary_human_PTEC,proximal_tubule,gymnotic_free_uptake,10,uM,day 6,functional,EGF_supernatant,286.0,pct_of_saline,increase,+186%,2,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 2,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 286.0 % of control -> grade 2; patent's own in-vivo grade for this compound: Medium; condition: primary PTEC"
